path,level,prefLabel,synonym,definition
symptom/nervous system symptom/paralysis/hemiparesis,3,hemiparesis,,A paralysis that is characterized by a weakness or the inability to move on one side of the body.
symptom/nervous system symptom/paralysis/pareses,3,pareses,partial paralysis,A paralysis that is charachterized by a slight or partial paralysis.
symptom/nervous system symptom/paralysis/extraocular muscles paralysis,3,extraocular muscles paralysis,,
symptom/nervous system symptom/paralysis/hind limb paralysis,3,hind limb paralysis,,
symptom/nervous system symptom/paralysis/hind limb paralysis/partial hind limb paralysis,4,partial hind limb paralysis,,
symptom/nervous system symptom/paralysis/proximal paralysis of arm and leg,3,proximal paralysis of arm and leg,,
symptom/nervous system symptom/paralysis/motor paralysis,3,motor paralysis,,A paralysis that is characterized by a complete or partial loss of function the voluntary muscles.
symptom/nervous system symptom/paralysis/spastic paralysis,3,spastic paralysis,,A paralysis that is characterized by a tonic spasm of the affected muscles and with increased tendon reflexes.
symptom/nervous system symptom/paralysis/descending muscle paralysis,3,descending muscle paralysis,,"A paralysis that is characterized by a loss of motor function in one or more muscles, which can also be accompanied by a loss of feeling (sensory loss). Descending paralysis contrasts with ascending paralysis in that descending paralysis presents in the upper limbs before the lower limbs. Descending paralysis occurs in conditions such as botulism."
symptom/nervous system symptom/paralysis/facial paralysis,3,facial paralysis,,doid/symp duplicate
symptom/nervous system symptom/paralysis/flaccid paralysis,3,flaccid paralysis,,A paralysis that is charicterized by a lack of muscle tone in the affected muscles and in which tendon reflexes are decreased or absent.
symptom/nervous system symptom/spasticity,2,spasticity,,"A nervous system symptom that is characterized by an abnormal increase in muscle tone or stiffness of muscle, which might interfere with movement, speech, or be associated with discomfort or pain."
symptom/nervous system symptom/meningitis,2,meningitis,,A nervous system symptom that is characterized by an inflammation of the meninges and especially of the pia mater and the arachnoid.
symptom/nervous system symptom/spondylitis,2,spondylitis,,A nervous system symptom that is characterized by an inflammation of the vertebrae.|doid/symp duplicate
symptom/nervous system symptom/encephalitis,2,encephalitis,,"A nervous system symptom that is characterized by inflammation of the brain tissue, which is typically caused by a viral infection, but it may also be caused by bacterial or parasitic infections, cancer, or certain drugs or toxins.|doid/symp duplicate"
symptom/nervous system symptom/encephalitis/mild encephalitis,3,mild encephalitis,,An encephalitis that is not intense (not severe).
symptom/nervous system symptom/reflex symptom,2,reflex symptom,,
symptom/nervous system symptom/reflex symptom/areflexia,3,areflexia,absence of neurological reflexes,
symptom/nervous system symptom/reflex symptom/areflexia/absence of knee jerk reflex,4,absence of knee jerk reflex,,
symptom/nervous system symptom/reflex symptom/areflexia/absent gag reflex,4,absent gag reflex,,
symptom/nervous system symptom/reflex symptom/loss of tendon reflex,3,loss of tendon reflex,,
symptom/nervous system symptom/reflex symptom/hyperreflexia,3,hyperreflexia,,
symptom/nervous system symptom/reflex symptom/impaired gag reflex,3,impaired gag reflex,,
symptom/nervous system symptom/reflex symptom/decreased flexor withdrawal reflex,3,decreased flexor withdrawal reflex,,
symptom/nervous system symptom/reflex symptom/diminished gag reflex,3,diminished gag reflex,,
symptom/nervous system symptom/acute mental dysfunction,2,acute mental dysfunction,,"A nervous system symptom that is characterized by a severe and sudden onset of disturbance in the normal operation of one's cognition, emotional regulation, or behaviour."
symptom/nervous system symptom/cerebrovascular accident,2,cerebrovascular accident,cerebral hemorrhage|cerebral accident|apoplexy,"A nervous system symptom that is characterized by a loss of blood flow to part of the brain, which damages brain tissue. Cerebrovascular accidents are caused by blood clots and broken blood vessels in the brain."
symptom/nervous system symptom/meningoencephalitis,2,meningoencephalitis,,A nervous system symptom that is characterized by an inflammation of the brain and meninges.|doid/symp duplicate
symptom/nervous system symptom/meningoencephalitis/acute meningoencephalitis,3,acute meningoencephalitis,,A meningoencephalitis that is characterized by a severe and sudden onset.
symptom/nervous system symptom/meningismus,2,meningismus,,A nervous system symptom that is characterized by a state of meningeal irritation with symptoms suggesting meningitis that often occurs at the onset of acute febrile diseases especially in children.
symptom/nervous system symptom/neurologic neglect syndrome,2,neurologic neglect syndrome,,
symptom/nervous system symptom/disturbances of sensation of smell and taste,2,disturbances of sensation of smell and taste,taste alteration,
symptom/nervous system symptom/disturbances of sensation of smell and taste/ageusia,3,ageusia,loss of taste,A disturbances of sensation of smell and taste that is characterized by a complete loss of taste function of the tongue.
symptom/nervous system symptom/seizure,2,seizure,,
symptom/nervous system symptom/seizure/generalized seizure,3,generalized seizure,,
symptom/nervous system symptom/seizure/generalized seizure/tonic-clonic seizure,4,tonic-clonic seizure,grand mal seizure,
symptom/nervous system symptom/seizure/generalized seizure/tonic seizure,4,tonic seizure,,
symptom/nervous system symptom/seizure/generalized seizure/myoclonic seizure,4,myoclonic seizure,,
symptom/nervous system symptom/seizure/generalized seizure/atonic seizure,4,atonic seizure,,
symptom/nervous system symptom/seizure/generalized seizure/clonic seizure,4,clonic seizure,,
symptom/nervous system symptom/seizure/focal seizure,3,focal seizure,partial seizure,
symptom/nervous system symptom/seizure/focal seizure/complex partial seizure,4,complex partial seizure,,
symptom/nervous system symptom/seizure/focal seizure/simple partial seizure,4,simple partial seizure,,
symptom/nervous system symptom/seizure/epileptic seizure,3,epileptic seizure,,
symptom/nervous system symptom/neurological dysfunction,2,neurological dysfunction,,
symptom/nervous system symptom/neurological dysfunction/acute cranial nerve dysfunction,3,acute cranial nerve dysfunction,,
symptom/nervous system symptom/convulsion,2,convulsion,,A nervous system symptom that is characterized by an abnormal violent and involuntary contraction or series of contractions of the muscles.
symptom/nervous system symptom/convulsion/tetanic convulsion,3,tetanic convulsion,tetanic convulsions,"A convulsion that is characterized by a tonic spasm (prolonged contraction of the muscles), without loss of consciousness and often associated with hypocalcemia."
symptom/nervous system symptom/convulsion/tetanic convulsion/mild tetanic convulsion,4,mild tetanic convulsion,,A tetanic convulsion that is not intense (not severe).
symptom/nervous system symptom/convulsion/febrile convulsion,3,febrile convulsion,febrile seizure,A convulsion that is characterized by occurring in young children between six months and five years of age and which is triggered by fever.
symptom/nervous system symptom/abnormal involuntary movement,2,abnormal involuntary movement,,"A nervous system symptom that is characterized by an inability to control bodily movement and may be a symptom of cerebrovascular diseases, dyskinesia, tremor, chorea, dystonia and myoclonus."
symptom/nervous system symptom/abnormal involuntary movement/circling movement,3,circling movement,,An abnormal involuntary movement that is characterized by an inability to walk in a straight line.
symptom/nervous system symptom/decreased motor response,2,decreased motor response,,
symptom/nervous system symptom/neurological alteration,2,neurological alteration,,
symptom/nervous system symptom/coordination symptom,2,coordination symptom,,A nervous system symptom that is characterized by the harmonious functioning of interrelated organs and body parts; in particular the working together of muscle groups in the execution of complicated movements.
symptom/nervous system symptom/coordination symptom/incoordination,3,incoordination,lack of coordination,"A coordination symptom that is characterized by a loss of complicated body movements, which may be caused by disease, injury, or toxins."
symptom/nervous system symptom/coordination symptom/impaired coordination,3,impaired coordination,,"A coordination symptom that is characterized by weakened or imperfect body complicated  movement, which may be caused by disease, injury, or toxins."
symptom/nervous system symptom/brain cyst,2,brain cyst,,
symptom/nervous system symptom/altered mental status,2,altered mental status,,"A nervous system symptom that is characterized by a host of presentations that include changes in cognition, mood, behavior, and/or level of arousal."
symptom/nervous system symptom/diminished spontaneous movement,2,diminished spontaneous movement,,
symptom/reproductive system symptom,1,reproductive system symptom,,
symptom/reproductive system symptom/epididymitis,2,epididymitis,inflammation of the epididymis,A reproductive system symptom that is characterized by an inflammation of the epididymis.|doid/symp duplicate
symptom/reproductive system symptom/epididymorchitis,2,epididymorchitis,epididymo-orchitis,A reproductive system symptom that is characterized by inflammation of the epididymis and/or testicle (testis).
symptom/reproductive system symptom/scrotal abscess,2,scrotal abscess,,"A reproductive system symptom that is characterized by an abscess that is either superficial or intrascrotal.  Superficial scrotal abscess may occur from an infected hair follicle, infection of a scrotal laceration, or minor scrotal surgery.  Intrascrotal abscess most commonly arises from bacterial epididymitis, but may also be related to tuberculous infection of the epididymis, a testicular abscess that ruptures through the tunica albuginea, or drainage of appendicitis into scrotum through a patent processus vaginalis or as a result of extravasation of infected urine from the urethra in patients with a urethral stricture and neurogenic bladder using an external collection device."
symptom/reproductive system symptom/abnormal vaginal bleeding,2,abnormal vaginal bleeding,abnormal menstruation,A reproductive system symptom that is characterized by bleeding from the uterus that is longer than usual or that occurs at an irregular time. Bleeding may be heavier or lighter than usual and occur often or randomly.
symptom/reproductive system symptom/abortion,2,abortion,infectious abortion,A reproductive system symptom that is characterized by the expulsion of a fetus at any time before completion of pregnancy and is often due to infection.
symptom/reproductive system symptom/abortion/spontaneous abortion,3,spontaneous abortion,,An abortion that is characterized by the natural occurring expulsion of a nonviable fetus.
symptom/reproductive system symptom/miscarriage,2,miscarriage,,A reproductive system symptom that is characterized by the spontaneous expulsion of a human fetus before it is viable and especially between the 12th and 28th weeks of gestation.
symptom/reproductive system symptom/infertility,2,infertility,,"A reproductive system symptom that is characterized the biological inability of a man or a woman to contribute to conception; or, the state of a woman who is unable to carry a pregnancy to full term.|doid/symp duplicate"
symptom/reproductive system symptom/vaginal discharge,2,vaginal discharge,,"A reproductive system symptom that is characterized by fluid made by glands inside the vagina and cervix carrying away dead cells and bacteria. While it is normal for odor and color to vary, vaginal itching or burning may be indicative of an infection.|doid/symp duplicate"
symptom/reproductive system symptom/prostate symptom,2,prostate symptom,,
symptom/reproductive system symptom/prostate symptom/prostatic abscess,3,prostatic abscess,,"A prostate symptom that is characterized by a localized collection of purulent fluid within the prostate, often forming as a complication of acute bacterial prostatitis."
symptom/reproductive system symptom/prostate symptom/prostatic infection,3,prostatic infection,,A prostate symptom that is characterized by inflammation of the prostate and surrounding area.
symptom/reproductive system symptom/stillbirth,2,stillbirth,,"A reproductive system symptom that is characterized by the birth of a dead fetus; in which  a fetus that has died in the uterus, or during labor, or delivery, exits a woman's body."
symptom/reproductive system symptom/menorrhagia,2,menorrhagia,,A reproductive system symptom that is characterized an abnormally profuse menstrual flow.
symptom/reproductive system symptom/menorrhagia/metrorrhagia,3,metrorrhagia,,"A menorrhagia that is characterized by an irregular uterine bleeding, especially between menstrual periods."
symptom/reproductive system symptom/menorrhagia/hypermenorrhea,3,hypermenorrhea,,A menorrhagia that is characterized by an abnormally profuse or prolonged menstrual flow.
symptom/reproductive system symptom/vaginismus,2,vaginismus,painful spasmodic vagina contractions,A reproductive system symptom that is characterized by a painful spasmodic contraction of the vagina.
symptom/reproductive system symptom/premature labor,2,premature labor,,A reproductive system symptom that is characterized by labor occurring before 37 full weeks of pregnancy.
symptom/respiratory system and chest symptom,1,respiratory system and chest symptom,,
symptom/respiratory system and chest symptom/swelling in chest,2,swelling in chest,,
symptom/respiratory system and chest symptom/mass in chest,2,mass in chest,,
symptom/respiratory system and chest symptom/abnormal chest sound,2,abnormal chest sound,,"A respiratory system and chest symptom that is characterized by a sound of breathing that is not similar to that of the sound of moving air and may include: rhonchi (a low-pitched breath sound), crackles (a high-pitched breath sound), wheezing (a high-pitched whistling sound caused by narrowing of the bronchial tubes), and stridor (a harsh, vibratory sound caused by narrowing of the upper airway)."
symptom/respiratory system and chest symptom/abnormal chest sound/rales,3,rales,crepitations|crackles,"An abnormal chest sound that is characterized by the clicking, rattling, or crackling noises heard on auscultation of (listening to) the lung with a stethoscope during inhalation. The sounds are caused by the 'popping open' of small airways and alveoli collapsed by fluid, exudate, or lack of aeration during expiration. The word 'rales' derives from the French word rale meaning 'rattle'. Rales can be heard in patients with pneumonia, atelectasis, pulmonary fibrosis, acute bronchitis, or bronchiectasis. Pulmonary edema secondary to left-sided congestive heart failure can also cause rales."
symptom/respiratory system and chest symptom/abnormal chest sound/stridor,3,stridor,,An abnormal chest sound that is characterized by a harsh vibrating sound heard during respiration in cases of obstruction of the air passages.
symptom/respiratory system and chest symptom/abnormal chest sound/wheezing,3,wheezing,,An abnormal chest sound that is characterized by breathing with difficulty usually with a whistling sound.
symptom/respiratory system and chest symptom/caseation,2,caseation,,A respiratory system and chest symptom that is characterized by necrosis of tissue with conversion of damaged tissue into a soft cheesy substance.
symptom/respiratory system and chest symptom/bronchospasm,2,bronchospasm,,A respiratory system and chest symptom that is characterized by constriction of the air passages of the lung (as in asthma) by spasmodic contraction of the bronchial muscles.
symptom/respiratory system and chest symptom/cough,2,cough,,A respiratory system and chest symptom that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance.
symptom/respiratory system and chest symptom/cough/wet cough,3,wet cough,productive cough,A cough that is characterized by a production and expectoration (bringing up) of mucus (phlegm) or sputum.
symptom/respiratory system and chest symptom/cough/paroxysmal cough,3,paroxysmal cough,,A cough that is characterized by a persistent cough with sudden onset due to difficulty expelling thick mucus from the tracheobronchial tree. This type of cough is associated with diseases such as Pertussis (Whooping Cough).
symptom/respiratory system and chest symptom/cough/cough with bloody sputum,3,cough with bloody sputum,,A cough that is characterized by production and expectoration (bringing up) of sputum that is bright red or pink and frothy.
symptom/respiratory system and chest symptom/cough/dry cough,3,dry cough,nonproductive cough,A cough that is characterized by a lack of accompanied phlegm production.
symptom/respiratory system and chest symptom/cough/dry cough/dry hacking cough,4,dry hacking cough,,A dry cough that is characterized by a rough and loud sound.
symptom/respiratory system and chest symptom/cough/barking croup cough,3,barking croup cough,,"A cough that is characterized by a tight, low-pitched, and barky (like a barking seal) cough."
symptom/respiratory system and chest symptom/cough/chronic cough,3,chronic cough,,"A cough that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance marked by long duration, by frequent recurrence over a long time, and often by slowly progressing seriousness."
symptom/respiratory system and chest symptom/respiratory failure,2,respiratory failure,respiratory dysfunction,"A respiratory system and chest symptom that is characterized by a difficulty to breathe on one's own and develops when the lungs cannot get enough oxygen into the blood.|doid/symp duplicate - reviewed 10/2022, both DO & SYMP"
symptom/respiratory system and chest symptom/bronchiolitis,2,bronchiolitis,bronchioles inflammation,A respiratory system and chest symptom that is characterized by an inflammation of the bronchioles.|doid/symp duplicate
symptom/respiratory system and chest symptom/congestion,2,congestion,blocked nose|nasal blockage|stuffed up nose|nasal obstruction|stuffy nose,A respiratory system and chest symptom that is characterized by an excessive accumulation especially of blood or mucus.
symptom/respiratory system and chest symptom/congestion/nasal congestion,3,nasal congestion,,"A congestion that is characterized by a blockage of the nasal passages, usually due to the membranes lining the nose becoming swollen from inflamed blood vessels."
symptom/respiratory system and chest symptom/sputum,2,sputum,sputum production,"A respiratory system and chest symptom that is characterized by matter discharged from the air passages in diseases of the lungs, bronchi, or upper respiratory tract that contains mucus and often pus, blood, fibrin, or bacterial products."
symptom/respiratory system and chest symptom/sputum/bloody sputum,3,bloody sputum,,"A sputum that is characterized by blood or bloody mucus discharged from the air passages caused by common forms of infection in the lungs and airways, such as acute bronchitis or pneumonia. Bloody sputum can also come from cancer of the lung.|Bloody sputum (spitting up blood or bloody mucus) can come from common forms of infection in the lungs and airways, such as acute bronchitis or pneumonia. Bloody sputum can also come from cancer of the lung."
symptom/respiratory system and chest symptom/sputum/abnormal sputum,3,abnormal sputum,,
symptom/respiratory system and chest symptom/chest discomfort,2,chest discomfort,,"A respiratory system and chest symptom that is characterized by pain, pressure, tightness, or other discomfort originating in or radiating to the chest, which constitutes an important indicator of potentially serious cardiac or cardiovascular disorders."
symptom/respiratory system and chest symptom/chest discomfort/chest tightness,3,chest tightness,,A chest discomfort that is characterized by any type of pain or discomfort between your upper belly and lower neck.
symptom/respiratory system and chest symptom/bronchitis,2,bronchitis,,A respiratory system and chest symptom that is characterized by an acute or chronic inflammation of the bronchial tubes.|doid/symp duplicate
symptom/respiratory system and chest symptom/bronchitis/mild bronchitis,3,mild bronchitis,,
symptom/respiratory system and chest symptom/dyspneic enteritis,2,dyspneic enteritis,,"A respiratory system and chest symptom that is characterized by being short or breath or out of air (dyspnea), with inflammation of the small intestine (enteritis)."
symptom/respiratory system and chest symptom/painful respiration,2,painful respiration,,"A respiratory system and chest symptom that is characterized by a feeling of discomfort when breathing in or out.  The pain may be the result of infection, musculoskeletal injury, and heart problems."
symptom/respiratory system and chest symptom/pulmonary consolidation,2,pulmonary consolidation,,A respiratory system and chest symptom that is characterized by a region of normally compressible lung tissue that has filled with liquid instead of air.
symptom/respiratory system and chest symptom/bronchiole inflammation,2,bronchiole inflammation,,"A respiratory system and chest symptom that is characterized by acute inflammation of the bronchi, accompanied by inflamed patches in the nearby lobules of the lungs."
symptom/respiratory system and chest symptom/bronchiole inflammation/suppurative bronchiole inflammation,3,suppurative bronchiole inflammation,,
symptom/respiratory system and chest symptom/bronchiole inflammation/severe bronchiole inflammation,3,severe bronchiole inflammation,,
symptom/respiratory system and chest symptom/lump in chest,2,lump in chest,,
symptom/respiratory system and chest symptom/hemoptysis,2,hemoptysis,coughing up of blood|expectoration of blood|expectoration of blood-stained sputum|haemoptysis,A respiratory system and chest symptom that is characterized by an expectoration of blood from some part of the respiratory tract.
symptom/respiratory system and chest symptom/hiccough,2,hiccough,,A respiratory system and chest symptom that is characterized by a spasmodic inhalation with closure of the glottis accompanied by a peculiar sound.
symptom/respiratory system and chest symptom/lesions in lung,2,lesions in lung,,
symptom/respiratory system and chest symptom/respiratory abnormality,2,respiratory abnormality,,"A respiratory system and chest symptom that is characterized by a respiration that is not normal and may include, but is not limited to: apnea, eupnea, orthopnea, dyspnea hyperpnea, hyperventilation, hypoventilation, tachypnea, Kussmaul respiration, Cheyne-Stokes respiration, sighing respiration, Biot respiration, apneustic breathing, central neurogenic hyperventilation, and central neurogenic hypoventilation."
symptom/respiratory system and chest symptom/respiratory abnormality/breathing problems,3,breathing problems,,"A respiratory abnormality that is characterized by a shortness of breath, a hard or uncomfortable intake of air, or the feeling that you're not getting enough air."
symptom/respiratory system and chest symptom/respiratory abnormality/panting respiration,3,panting respiration,,"A respiratory abnormality that is characterized by short, shallow, and rapid breathing."
symptom/respiratory system and chest symptom/respiratory abnormality/cheyne-stokes respiration,3,cheyne-stokes respiration,,A respiratory abnormality that is characterized by a specific form of periodic breathing (waxing and waning amplitude of flow or tidal volume) characterized by a crescendo-decrescendo pattern of respiration between central apneas or central hypopneas.
symptom/respiratory system and chest symptom/respiratory abnormality/dyspnea,3,dyspnea,breathing difficulty|difficulty breathing|breathlessness|shortness of breath|labored respiration,A respiratory abnormality that is characterized by difficult or labored respiration.
symptom/respiratory system and chest symptom/respiratory abnormality/dyspnea/acute dyspnea,4,acute dyspnea,,A dyspnea that is characterized by a severe and sudden onset.
symptom/respiratory system and chest symptom/respiratory abnormality/rapid respiration,3,rapid respiration,,"A respiratory abnormality that is characterized by an increased breathing rate, with more than 20 breaths per minute in an adult, while in children, the number of breaths per minute can be a higher resting rate than seen in adults."
symptom/respiratory system and chest symptom/respiratory abnormality/bradypnea,3,bradypnea,abnormally slow breathing,A respiratory abnormality that is characterized by abnormally slow breathing.
symptom/respiratory system and chest symptom/respiratory abnormality/hypoventilation,3,hypoventilation,,A respiratory abnormality that is characterized by a deficient ventilation of the lungs that results in reduction in the oxygen content or increase in the carbon dioxide content of the blood or both.
symptom/respiratory system and chest symptom/respiratory abnormality/tachypnea,3,tachypnea,rapid breathing,A respiratory abnormality that is characterized by an increased rate of respiration and shallow breathing.
symptom/respiratory system and chest symptom/respiratory abnormality/apnea,3,apnea,,A respiratory abnormality that is characterized by transient cessation of respiration whether normal (as in hibernating animals) or abnormal (as that caused by certain drugs).
symptom/respiratory system and chest symptom/respiratory abnormality/apnea/sleep apnea,4,sleep apnea,,An apnea that is characterized by brief periods of recurrent cessation of breathing during sleep that is caused especially by obstruction of the airway or a disturbance in the brain's respiratory center and is associated especially with excessive daytime sleepiness.|doid/symp duplicate
symptom/respiratory system and chest symptom/respiratory abnormality/hyperventilation,3,hyperventilation,,A respiratory abnormality that is characterized by excessive ventilation characterized by excessive rate and depth of respiration leading to abnormal loss of carbon dioxide from the blood.
symptom/respiratory system and chest symptom/respiratory abnormality/orthopnea,3,orthopnea,,A respiratory abnormality that is characterized by a difficulty in breathing that occurs when lying down and is relieved upon changing to an upright position (as in congestive heart failure).
symptom/respiratory system and chest symptom/sneezing,2,sneezing,,A respiratory system and chest symptom that is characterized by a sudden violent spasmodic audible expiration of breath through the nose and mouth especially as a reflex act following irritation of the nasal mucous membrane.
symptom/respiratory system and chest symptom/hemorrhagic mediastinitis,2,hemorrhagic mediastinitis,,"A respiratory abnormality that is characterized by inflammation of the mediastinum (the chest cavity, which contains the heart, the thymus gland, some lymph nodes, and parts of the esophagus, aorta, thyroid, and parathyroid glands) as the result of bleeding."
symptom/respiratory system and chest symptom/pulmonary edema,2,pulmonary edema,oedematous lungs,A respiratory system and chest symptom that is characterized by an abnormal accumulation of fluid in the lungs.|doid/symp duplicate
symptom/respiratory system and chest symptom/airway stenosis,2,airway stenosis,,A respiratory system and chest symptom that is characterized by a narrowing in the airway that obstructs the passage of air into the lungs.  Examples include tracheal and laryngotracheal stenosis.
symptom/respiratory system and chest symptom/bronchopulmonary bleeding,2,bronchopulmonary bleeding,,A respiratory system and chest symptom that is characterized by bleeding (hemorrhage) in either or both the bronchi and the lungs.
symptom/respiratory system and chest symptom/respiratory tract mucosa ulcer,2,respiratory tract mucosa ulcer,,"A respiratory system and chest symptom that is characterized by an ulceration (dying and sloughing) of the bronchial or bronchiolar epithelium, exposing the underlying basement membrane."
symptom/respiratory system and chest symptom/pneumonitis,2,pneumonitis,inflammation of lung tissue,"A respiratory system and chest symptom that is characterized by an inflammation of lung tissue. Pneumonia is one type of pneumonitis caused by an infection. Many other factors can cause pneumonitis, including breathing in animal dander, inhaling small food particles 'down the wrong pipe' and receiving radiation therapy to your chest."
symptom/respiratory system and chest symptom/phlegm,2,phlegm,,A respiratory system and chest symptom that is characterized by a viscid mucus secreted in abnormal quantity in the respiratory passages.
symptom/abdominal symptom,1,abdominal symptom,,
symptom/abdominal symptom/abdominal discomfort,2,abdominal discomfort,,
symptom/abdominal symptom/abdominal rigidity,2,abdominal rigidity,,
symptom/abdominal symptom/abdominal rigidity/periumbilic abdominal rigidity,3,periumbilic abdominal rigidity,,
symptom/abdominal symptom/abdominal rigidity/right upper quadrant abdominal rigidity,3,right upper quadrant abdominal rigidity,,
symptom/abdominal symptom/abdominal rigidity/left lower quadrant abdominal rigidity,3,left lower quadrant abdominal rigidity,,
symptom/abdominal symptom/abdominal rigidity/generalized abdominal rigidity,3,generalized abdominal rigidity,,
symptom/abdominal symptom/abdominal rigidity/epigastric abdominal rigidity,3,epigastric abdominal rigidity,,
symptom/abdominal symptom/abdominal rigidity/right lower quadrant abdominal rigidity,3,right lower quadrant abdominal rigidity,,
symptom/abdominal symptom/abdominal rigidity/left upper quadrant abdominal rigidity,3,left upper quadrant abdominal rigidity,,
symptom/abdominal symptom/abdominal rigidity/multiple sites abdominal rigidity,3,multiple sites abdominal rigidity,,
symptom/abdominal symptom/ascites,2,ascites,hydroperitoneum,An abdominal symptom consisting of an abnormal accumulation of serous fluid in the spaces between tissues and organs in the cavity of the abdomen.
symptom/abdominal symptom/abdominal tenderness,2,abdominal tenderness,,
symptom/abdominal symptom/abdominal tenderness/right lower quadrant abdominal tenderness,3,right lower quadrant abdominal tenderness,,
symptom/abdominal symptom/abdominal tenderness/left lower quadrant abdominal tenderness,3,left lower quadrant abdominal tenderness,,
symptom/abdominal symptom/abdominal tenderness/periumbilic abdominal tenderness,3,periumbilic abdominal tenderness,,
symptom/abdominal symptom/abdominal tenderness/epigastric abdominal tenderness,3,epigastric abdominal tenderness,,
symptom/abdominal symptom/abdominal tenderness/multiple sites abdominal tenderness,3,multiple sites abdominal tenderness,,
symptom/abdominal symptom/abdominal tenderness/right upper quadrant abdominal tenderness,3,right upper quadrant abdominal tenderness,,
symptom/abdominal symptom/abdominal tenderness/generalized abdominal tenderness,3,generalized abdominal tenderness,,
symptom/abdominal symptom/abdominal tenderness/left upper quadrant abdominal tenderness,3,left upper quadrant abdominal tenderness,,
symptom/abdominal symptom/pelvic symptom,2,pelvic symptom,,
symptom/abdominal symptom/pelvic symptom/pelvic swelling,3,pelvic swelling,,
symptom/abdominal symptom/pelvic symptom/pelvic swelling/periumbilic pelvic swelling,4,periumbilic pelvic swelling,,
symptom/abdominal symptom/pelvic symptom/pelvic swelling/left lower quadrant pelvic swelling,4,left lower quadrant pelvic swelling,,
symptom/abdominal symptom/pelvic symptom/pelvic swelling/multiple sites pelvic swelling,4,multiple sites pelvic swelling,,
symptom/abdominal symptom/pelvic symptom/pelvic swelling/generalized pelvic swelling,4,generalized pelvic swelling,,
symptom/abdominal symptom/pelvic symptom/pelvic swelling/left upper quadrant pelvic swelling,4,left upper quadrant pelvic swelling,,
symptom/abdominal symptom/pelvic symptom/pelvic swelling/right upper quadrant pelvic swelling,4,right upper quadrant pelvic swelling,,
symptom/abdominal symptom/pelvic symptom/pelvic swelling/epigastric pelvic swelling,4,epigastric pelvic swelling,,
symptom/abdominal symptom/pelvic symptom/pelvic swelling/right lower quadrant pelvic swelling,4,right lower quadrant pelvic swelling,,
symptom/abdominal symptom/pelvic symptom/pelvic lump,3,pelvic lump,,
symptom/abdominal symptom/pelvic symptom/pelvic lump/multiple sites pelvic lump,4,multiple sites pelvic lump,,
symptom/abdominal symptom/pelvic symptom/pelvic lump/periumbilic pelvic lump,4,periumbilic pelvic lump,,
symptom/abdominal symptom/pelvic symptom/pelvic lump/left lower quadrant pelvic lump,4,left lower quadrant pelvic lump,,
symptom/abdominal symptom/pelvic symptom/pelvic lump/epigastric pelvic lump,4,epigastric pelvic lump,,
symptom/abdominal symptom/pelvic symptom/pelvic lump/left upper quadrant pelvic lump,4,left upper quadrant pelvic lump,,
symptom/abdominal symptom/pelvic symptom/pelvic lump/right upper quadrant pelvic lump,4,right upper quadrant pelvic lump,,
symptom/abdominal symptom/pelvic symptom/pelvic lump/right lower quadrant pelvic lump,4,right lower quadrant pelvic lump,,
symptom/abdominal symptom/pelvic symptom/pelvic lump/generalized pelvic lump,4,generalized pelvic lump,,
symptom/abdominal symptom/pelvic symptom/pelvic mass,3,pelvic mass,,
symptom/abdominal symptom/pelvic symptom/pelvic mass/periumbilic pelvic mass,4,periumbilic pelvic mass,,
symptom/abdominal symptom/pelvic symptom/pelvic mass/right lower quadrant pelvic mass,4,right lower quadrant pelvic mass,,
symptom/abdominal symptom/pelvic symptom/pelvic mass/generalized pelvic mass,4,generalized pelvic mass,,
symptom/abdominal symptom/pelvic symptom/pelvic mass/epigastric pelvic mass,4,epigastric pelvic mass,,
symptom/abdominal symptom/pelvic symptom/pelvic mass/left upper quadrant pelvic mass,4,left upper quadrant pelvic mass,,
symptom/abdominal symptom/pelvic symptom/pelvic mass/right upper quadrant pelvic mass,4,right upper quadrant pelvic mass,,
symptom/abdominal symptom/pelvic symptom/pelvic mass/multiple sites pelvic mass,4,multiple sites pelvic mass,,
symptom/abdominal symptom/pelvic symptom/pelvic mass/left lower quadrant pelvic mass,4,left lower quadrant pelvic mass,,
symptom/abdominal symptom/abdominal distention,2,abdominal distention,,
symptom/abdominal symptom/abdominal cramp,2,abdominal cramp,stomach cramp,
symptom/abdominal symptom/abdominal cramp/severe abdominal cramp,3,severe abdominal cramp,,
symptom/abdominal symptom/abdominal mass,2,abdominal mass,,
symptom/abdominal symptom/abdominal mass/right lower quadrant abdominal mass,3,right lower quadrant abdominal mass,,
symptom/abdominal symptom/abdominal mass/left upper quadrant abdominal mass,3,left upper quadrant abdominal mass,,
symptom/abdominal symptom/abdominal mass/generalized abdominal mass,3,generalized abdominal mass,,
symptom/abdominal symptom/abdominal mass/epigastric abdominal mass,3,epigastric abdominal mass,,
symptom/abdominal symptom/abdominal mass/right upper quadrant abdominal mass,3,right upper quadrant abdominal mass,,
symptom/abdominal symptom/abdominal mass/multiple sites abdominal mass,3,multiple sites abdominal mass,,
